Installation,Installation type,Record created on,Object changed on,SPARTE_TEXT,AKLASSE,AKLASSE_TEXT,TARIFTYP,TARIFTYP_TEXT,BRANCHE,BRANCHE_TEXT,ABLEINH,ME_MA_ID,HAUS
"BrgWGTVUezEQywRxYLhTgmhSPZMIrWzuCPetWnR",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","XuomtHszR/DFKRzSUwU+npdtOsjgLRARJjLR/zW","NaQCTvZuC+OFSYVfcrfIiVxVQXSZTQZPRxoaWFY"
"DaVekGhpIgceHbCyModnMMsxMwGLzRNEUzYVwUa","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5081","ggKM/zRwztynEQJSZpUCnKFpEbpnTRHDVxj+gYa","ZFTsMmSduqWTgHDLWZUBQPRMULRYFIVZmKWeOMT"
"lQzDdqwVIvUXRKIMpqTQPPjkpQAjNpLYeQZQLMx","GEWE",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","OOA 932","Friseurgewerbe und Kosmetiksalons","J09C5081","UllQgxCSBXJLhRWKRbeXCMqhXZpYNgRbfVXzTHu","WZSUcFyJWDZjZztrHXWczXDCWqtoWPSTwpwJUXT"
"VqhxvWJU/SD/nv+KeVLSkHvvVcRMXnIDvFcXL+x","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","DMsFNykMFGgbDXaykVEQbGSXK/ZYWMRgeXBpWYJ","AzmGURWyYUYcXMZkoGmhIswaYhuiyIgFMrYZlUW"
"QFO+mcgVRhhNdNfXvwVKScZauaCqZuCrSmclBQE","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1631","wXLlDIAZVLXd+ivitCqQwqwGnEfNcYLUT+DRUyT","YpYcBgSuDLbXNRTXmaZLWmSULflWMiXVmdfwtfX"
"VPFIzKE+TojXXWHmTRSfLUZCCiwZJaEUVXfoPkU","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","AYmP/WvWOtYSwzKYTxpWVRBYWTQKEQxQQLiRXVA","LGlGKLreJkDtwo+zkzsKqzBy+hYiRRRSERuqNEh"
"VIFzVnXZW+RowJuUFxfQQFSaSvmLSoV/kRzQiKr","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","ZSdUphWhtWGvwZC/IGZTBpKvWZRWcBywrZaCcRM","vuGfVvfafeHFQNSHrgYQADEdoJeBCajWNJPsUKl"
"aJFSViLzsbdrb+/WZPSzvQOTRUnwn/KMdHRsImm",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","VXZ+yepIT/cSuhvAORHAkdT/yvNMZldArlgUOes","JsuWcvNbQtxLUUPDxQORYATWRQzdwXtzHZTiraz"
"xUjkt+WaingsQJ/kxEBTVJ/qvNKYKLsVRffifIn","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","XjtiSAaW/SExQpT/UfWXiggysQsyABXZBuXLmun","gVjWmndUZsCiCFTQUjYik+msKinv+GyLzOYtVWa"
"PjSm+XgaUBHqqqiQRuimFxoCyTmKSRPwogQ/I/Z",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","JobZvwTXlZhMfyzyO/PslKZNAGIBvDUWi+STYTG","nUYICGRvWSopuwQWcACVBExNXFU/eNoSMlBPNRB"
"VueD+sZmSSKaODWKfPLTPIhOWlWSFYVSQLGiAdu","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09C6502","GmDVSuQXngXEvzAZXhxuKVpVbwsDTzReQYDVLrn","OVHSHWVshYQCeONyMcMCUZffRQAZLJZXYXuXFAm"
"YEtKlVMoeQULdjmJyFkGYRYUQTTUAVXFRYBREL/","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5081","JQCZcYybYjfZewidwFjnFhKSZzNbpFYUX/tStQN","YYOzFVUWkfavcJZAyTMRiUaHqZPHWcnSqYidusn"
"XasKwZvNUZLSXMluLkzMVWRqPTGuwscUYHNRjBw","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1622","ZGQVVmBgxFpVwquqSgXQQvQYdPsXQghfHyjVUJt","jDipifwnRFFaQMpbZnITkSjjwxMub/+YPUcHsXH"
"ticWXNPRJcEkoJqjqxMpShEIqlyUTAYVPiryqTx","GEWE",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09C3401","YppSIIYzUsTSzpKVxYCVTWfZAqYnSTmXSnjFJfc","VSWvRzrEXWwyXokZWMyizHuU/WdLDAli+dYcCZQ"
"RyYWL/AxLcwXiDmHWBomqcFSghSyTYRzjN+FWWi","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1621","/PNrSWJJDTYHRQBKxZEtQRWEHpizcZYWmis/pyc","VjWAyMUxVecESEwYMSUPXYXZDoOhij+heOdcXRW"
"lqSTWrVOxbWDkRl+/lW+VxuQJeQDRkqFyrSoUiZ","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1622","ehwKRdIUqBdhoodEWcFyQTFUTF+XMLmkwy+XWhQ","fEoZZquKNRSwSWYCYhLAMiLUiWLwKVdaHljIvNm"
"FdBmSvGPkPUCzTqUeBaSWRvFYnTMCqhnhaPCEPd","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1621","YZemVYWZzYvipFHvraZKEbtRQUnkeyTRIGJRoQK","qxUXHPMRXMGGdeJiWbiorlrFXxhdRGSjjaZQX+f"
"BcTWJVSPIWByAz+BugJIWdVIizTWWnXYdmKNRSk","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","VfwpuQRf+nVaqZykVmUwTRJZNUkbkUncoXiXWyt","sPHvzPeQSuTTPIHIwhxSSY/HlYcodYCSoQslVOV"
"TGXTaGiTMEYBMhYlRCDiMfHDYnMYwTYnIYIBDWW","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 959","Werksangehörige","J09C3401","U/YHTCEzxSRHPnFIThHLKpXnWGnTSBKoUZVlDW+","u+cPQRXSCNDZzdIdSNBoiSZfxXEuTGTUYKYSKgt"
"VWJLiIDTDLSP/vQmIXaCsHuLdtScZVMIuDPLo+J","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1622","u+luYTblQEXiGK+QzAEhmfXCIZsDXQiJBBHfjQd","ruFqCWezXWjQPCntwBAVZfbAaeCtrtJgRqXFOST"
"eHMMOq+TTWLhqa/UOFOphjOUhNSN+ZnUDYMSUlq","1082",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1622","ECmxRgwPQQhUvQVyXkVZ/rjwIhpteQgOavRAIPp","yeQKYHZrkXMwdaGMZRQTWYTixXgS/UZWvOglVRQ"
"mgduZXqlJeAZgTPelgxuDYHffebSmifIVaqhTGF",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","itHDtZrzHZhRFVuodewjVRIYvRkItUzXZoKRwQm","TbVvJTDNRwSUEYfKZBGcRiZlOLnzRAJTUXfRyTQ"
"jqRaZZzkDBaUaXRRYOXvXHkUuykRF/vHNqIQ/lQ","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","BX+WBYsmxgzpfOTln+sSpu+J/wFzlUUBTr/RWTg","vSoxPSQDGCX/lOoEDGdZrofDvBYuR+X+akXOi/S"
"rhYWfiizFGVfgWPnYLVfJoQSLlXDXSFjaCSYOSc","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","UYFsEUwWPYJDEqS+HZVYlWGvQNSVbRQraivQpRe","gxWOHwFGyZCUGlYXSfSWwVXAC/Xuc+aiSfocleu"
"PMYIpXAlRVIDZQVjvnRZVTzWlPnvTrSRAVQfdoj","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1622","hI+QLqSmYRFTnHUBNbyQahUGIvyFnaqG/LhuRQM","XcAWVWWMeXKjSRDRSrBwiXzhItAiVJkQGOyPdZr"
"GgezyCAUULZupYs+OXvNRDwRSTKzWDZQZ+voQRN",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","m+qYp/qVFhbeEhTTSCehxUrjlAtYfKOJSnUDxxq","/f+lWbePVYjpGJqePWUyvd/IpQe+sswmTlVTC/W"
"ZW+dVbptWLjK+oVXXofFZWRIEnzCZoRatfJZQKo",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","l+nQvdZHIbcIsTVYCZqGRPjkSZELjCUFciTaLiQ","mUSdlkmrtBhhvS+QHDvAGUgAQsBGnpiZvRAMMhF"
"VEUTBCRWpsCAeWguNDSfsXWRGDdQbS+NUHpRbMC",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","ZHHWvuXVU/QXYRRyTsSMEIZIhPpfURQEByXHYMW","kVrTHcuiZtmBEeNnVWRbJSRfarfXuEMtSRakuuE"
"Xjq+SVWTjuRSMCmUsZAUovZcTGYwVXozjtTen+A",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","iZEVNgcAtnVcAeqwlRzpZstBImpW/LEeNGQQLvR","V/HRPcQfrNkShKWcgAXFIhwSstvZ/YRdlbwa/uQ"
"NDWrCwWMlVUthrCy+GvwFJoNslZ++IpFdEjFRij","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6501","zw/X/HrCmxJNOuPMxkBEAUYpABREIGlVHDOsBRB","WpYwOsmxQOoPFBfTvsowGSfjbOuXYt+LRfQmzLr"
"w/ShSGQTGDEKYzgEMQBTCmnvTEcvdkf/isbWgoe","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6503","/kyPVXYl/ALjyIS/QCImmaIWf/evPLmv//WRUxS","WwucSgtUWiAIR/TVipKEOFUltqVzVVrcxpVSZMf"
"uXMonQORuRWUXQOo+sURnAVzUBk+nzkdMUjKji/","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6504","lTIFbYZFMYw/ZFHCjefruZTxZRoTzRTrWyUVcSQ","HOrkVGSAiFfhMZerShXNCU/UhJRVCdXYeMvlinO"
"FgDlkTmJvXp/fXgZkuJkoKdSxMeTWfqTOsAvoTi","1165",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5482","ZKxNo+VkLcQJDVBNVbtNomOTSrkmLDCXIlgfRZc","dMUbphSQTZMtcPIgXumEQeah+HCHHeXWIzuQUbm"
"ZQIjEZQDGkvzYRWnQZsljWdaewaRNzaofHsCvQB","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6101","'+fMVKNQTwVSUKwIocaniTp+UoBXk/ZKQTWimxZq","/+EhuVaqtZSjvvoVrRTyRVWjqgUuebzaYSMTgvQ"
"if/jPdnfYWpfdiHloRZRBhMNtGSOJSXE+MmlGtx",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","eeWFtMwruJaTjHQFPxwRerknWVEGAZblzrkaxVR","NSuVjYYVETCSwOHVNBTfkbPzZxXYnycOgXlRK+i"
"ZmiAYSCARwXWAQtSrryZTZT/OmBniOuIXgVkYRV","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6101","GhpCjiHkTuTTZXYQEXYqsyCnAisgJLeHBkffcnV","bWldzkWYQloVXhCFcxZPjWtZqwcJ/QNDtatYRKU"
"EqXfWrUkiWnZqTUZPEKondKhScDoJhPfMT+lJWY","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 953","Gemeinschaftseinrichtungen in Mehrfamili","J09C5482","HmWcQkyaioVsYdS+pZqAHXQNPQjBMFiicHYZQXu","koRlOQUipHXFKSZqSEmLbzQdRvaETw/UKlPvTzi"
"cWyAJLSSgpjKyNYEYWVACeJDTzdOUxmZiNRhIai","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1621","HGwDFEDQCSUhZWqQch/xJkieYRCDRBeZlUQaXTA","yhhUaZShTkLSnMBSlLvrSBelOVYxXLAYQLvpZ+t"
"gZUzQcfRm/XFwnnSelZTZhsSPftlCvNVlDiYZuZ","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1621","hqhYynDxesUKrZqLFnwfFwYwYhb/zWWmNtjSVov","DEGOseRqdiVSpkr/IelU/YJZLToDSCZYgTURXOR"
"S/byRRPKAlkSiULOuDVSCJiJyDLzdJDHePVrPGV","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6101","cXfzjqWYTPgzVFTJlS+qYFloVyDkXdUBWkUpZrx","VkcKfxaVNKYvuNqEAYYqqPZQWTqcVUUCzEOCsNV"
"TqmUSTEVcJIRUbhBtyGkQgSFuJC/XUAwGOOLAhC","KIR",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","OOA 912","Kirchliche und sonst. religiöse Vereinig","J09C5483","wogkxUxaZbVOmfxgcvSFTYSJqG/zvXEPjWFbxfX","Y+yjylJXcWXzcOWHQtbRaApiQSzNLVXtjCfeQFZ"
"LWwCW+ukMViMSttSgXIYyCBZGGZvMDFKvUheuhV","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6102","hejUnYXrmuz+VAZgyONySwEiYwMPNXVTLbZDuvC","dfaSusaRDsXYZUQdoqeYSYaenVuYrytWBv+VpaU"
"GbOVB/TnRfrLsWlnTjWXuLIfKFzlWXqougbzQVk","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6103","GqKAvTbxHUVQSsmVZVZAnPQmNrRqEnoQhnyBAVp","GzVlaVzUUuSXsFgBRNpATfsfDrXaYATHpy/KDag"
"tuRA/FYTLNHUdrYUuYHvHrwfUfAsUkVX+FhnwBy","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6103","cX/MykPARzNLjmiAWpdnpVSSw/aYJfW/PW+RHpB","iOMQSvtMsXIFe+UHhAXqXfDpWYGVV+dvfQEface"
"XqYEQ/cnueXDMwNpNVenQosVZBuHaZtuGHSIRbT","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6102","R+kIUoawXZPnFekMQAFvebTqBSPkPZcPrVBKjbs","P+g/rocyRTClTKY/YhhiiRQVUr/NcSFwRcinwYl"
"KgBjcRVyCjMguTSzFPZRJjCbZTJhZERztyCWPAk","1150",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5483","TMcRDziLXwDR+XBDAjRKilXnAZYMGoXQgkOEqQx","WKnOYbdOpPjQI/YkfPRwZbpsRRQVWGyWGgFBVNh"
"WBgiRkAUn+XUUIQOgrcBIrfZO/nvYTWysFHfXUp","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1622","MOezuWTXqmfITQQCIFXGeOyBQIilIjWfKsbJPyG","RLDYZwIlnDKkXbsZKKZwJZ+LfBEwsPbYYqCqhOU"
"VYuYrZbWCoFdIeZHdvUDXgiXMQSFZqTSLpXOQQm","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6104","dDxWqswafeUVGJvjILQwD/AVpETcVyhLvCtbuOU","ZfveWp++WHthIktdCYkHpVGON/ZsWXzocT/bTRX"
"RZrCSExcnfUujwHTYvBYMeYZfAJYUVRzVQNTKfo","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5484","EzklO/vxqbSVTXipKfIexXXAywVhDRfwSTJaUqm","NIJpQhWTvxwTTGUTTYiKAKVdT/BPYVxrKFbxnDl"
"eaVVhuFGVRFmJIFlMIwqgdwPUdRoTZoYpoWSRqU","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5484","YQYaSaKXDYhEZpRBqDUETIrKZORGpnQZQUFsUKZ","GUltRQWTEQ+RcydoGuklMZqRsZngtRh+tagGEGP"
"xsVrfVgBVFYTOIgXTxSbYNrQyPQN/FqRPWdERGS","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1622","xQxNZNGWVOSeNupuYWSUNfPZeklGQRWTrClQeFJ","PmIapUAZNmlWZUbEaXeRYtUQXcKZDXl/wDVUetZ"
"ZQrxVheqSPStNjMFOKWi+VzwdUbpWjRBLUWghjY","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6103","SZfrXzR/gieZrvscVfU+rSUcNHXPZpBhVLdIeQe","FPtqqFBWtvMKrNFguHbEGQbKuwhfWDxnalSd+NN"
"EkXPPmiUF/G+uVUEeUKRL/INuVHQj/zkQEbBFFW","1018",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1622","ZBSQvCxsgBDmJfQYGTQugehZobyGdDHRJVShKAH","SYeaucaWtnjcuwXZSsguxdAKW/dykQPcSaShmWA"
"KEldkzmddBvHjna+QyxZLNcHeFMVwUaHklQjMts","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5485","xUXCNEvlFdTkMyUW+RzoRxElYTEDJhdDxyJpVfL","EVZfYpGRcBX+RoVwZltAbRQmpDOYvtUjiuXMvlz"
"piAtSUTRDqQnbkTwTkhjTTtaQLXXuZoSK+GxDaV","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1622","QRuSkWSrwfuFMsSZVksSNhIXLUBXhqDBnD+ixCX","TSdlTmzWrSxQTYKcSwZCNJNmsWMCOPgIDHZPfBC"
"hjZgVImxIJkXyslRWVMcVkqWcrSSBWaj+/KVLWV",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","dnVOJqMCIQCevkTbGTZVQbTZS+cMVgNWmTDDCQh","LJvKpsYBYX+NUjYlWRaAk++XQRQRY+RSMrQbJOT"
"lEMTUQYDROCAOlXFhgvFItMUuRrZuUCRcqEKZaf","1114",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5483","XL/p/FCRzBCdRwJoYQsOqiIXklxQPd+ZUdHtnn+","orYTQMpiJGytKeR+YYCCRpGrfQQuxXWPJStUGRi"
"odYiSuIMfSA+KkHyCGKsxoMHmQeIbXXihIsUbXL","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6102","bFztyMZWOTzfQsaNaJMCADEWYZUSDNeRVOoUieP","dfaSusaRDsXYZUQdoqeYSYaenVuYrytWBv+VpaU"
"zktGDWCqrQYSl/TRXxnkTTHIPYYY+ONFSwNZpez","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1631","wgTJtadmwXmsGywBkqlDAWUZUTYeOWBSTYssSMX","WWluTMETpzMpEhJkWLFXpSEHrky+IdcjUqrbVUW"
"fTq+CxrSSGjxqgXzQUGGnszYQDSVBJYWSRFDjVU","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5484","pMjlcYAkZzKVgpKuCcFmUPAHuFVWNZLBjqbHDxv","NIJpQhWTvxwTTGUTTYiKAKVdT/BPYVxrKFbxnDl"
"rARNLtXyEZTWaIWdcHgzSVVDplXRjaZRwvYgeWS","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1622","dhhLxmKxjVioUpgWIwXonUUaUDzV/SCfTVkSTY/","RR+qSkRuZDFEaRTKmRpKwIKUOZcWITtJWZjKGwQ"
"AZmoHmQFd+dMGPDayJRsojBOCFVaZtfnWDn+eVM","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5484","vXUmbUHWmaibUJzHQXXWTzHAVJQYVfZcPWZCtSR","GUltRQWTEQ+RcydoGuklMZqRsZngtRh+tagGEGP"
